,Unnamed: 0,ID,Title,Artiste,Genre,Sortie,Duree,Note_Moyenne_itunes,#_votes_itunes,#_Shazam_fr,Paroles,MotsFrequents
58,58,428476235,Tout Le Temps,Boulevard Des Airs,Variété française,31 août 2018,3,3.0,23,66212,"   SÃ©nÃ©gal 19.78 le dÃ©part de mon pays ressemble plus Ã  ma fuite J'ai entrevu la rÃ©ussite et son manteau tricolore Pris refuge auprÃ¨s de l'ex-colonisateur Homme de couleur qui un jour quitta l'Afrique Quitta l'hÃ©misphÃ¨re Sud et le cancer des tropiques En direction des citÃ©s d'or mis le cap sur le Nord Sur ma famille met l'issue de son sort Paris, la capitale franÃ§aise J'atterris sur la plus belle ville du monde entre deux chaises Entres les boulots et l'entassement des foyers Entre l'argent familial et le rÃ¨glement du loyer Si mes calculs restent bons jusqu'en AoÃ»t J'arriverai Ã  m'en sortir mais en marchant sur une poutre BientÃ´t, j'aurai de quoi les faire venir Mon Ã©pouse, mon fils et ma fille pour changer d'avenir Plus d'un milliers de journÃ©es ont passÃ© Je retrouve le visage de ma famille soulagÃ© AprÃ¨s leur vol avec escale sur le territoire d'Espagne Le temps d'un contrÃ´le, de rÃ©parer les pannes En panne de cÅur, en mal du pays Mon fils et ma fille pleurent leurs amis chaque soir dans leur lit Dans quelques mÃ¨tres carrÃ©s fermÃ©s de contre-plaquÃ© Pour que le froid hivernal se trouve contrecarrÃ© MÃ©nagÃ¨re dans les hÃ´tels est mon Ã©pouse La peinture en bÃ¢timent sera ma seconde Ã©pouse Avant qu'elle me foute Ã  la porte un joli soir de printemps Et qu'elle me dise: ""dÃ©brouille-toi maintenant"" Entre temps quelques nouvelles frimousses apparaissent Un deuxiÃ¨me fils, une deuxiÃ¨me fille, une double caresse Et comme les bonnes nouvelles n'arrivent jamais seules Je me retrouve sans un toit avec mes valises sur le sol Retour au point de dÃ©part sur les quais de la gare Habitations faites de toile, ce sont des tentes pour dortoir Des couvertures dans la boue pour marabout Une corde entre deux trous pour faire sÃ©cher les boubous France terre d'accueil loin de mon village Je ressens la sÃ©grÃ©gation dans les plis de leurs visages Apparemment les Droits de l'Homme ne marchent pas pour les hommes noirs Ne marchent pas pour les femmes noires Mais l'exception de la rÃ¨gle un jour descendit de son bus Sur son t-shirt Ã©tait Ã©crit ""EmmaÃ¼s"" Appartement provisoire trouvÃ© par les gens du Livre Vincent Auriol c'est le nom qui nous dÃ©livre Un boulevard du 13Ã¨me arrondissement de Paris Provisoirement j'y habiterais en plus le quartier est paisible La charpente a l'air solide, mais le bois est sec Un incendie n'en ferait qu'une bouchÃ©e de pain sec Sans attendre, j'emmÃ©nage avec ma femme de mÃ©nage Avec mes problÃ¨mes d'argent et mes enfants en bas Ã¢ge J'envisage de rester peu de temps ici Alors j'entreprends les dÃ©marches Ã  la mairie de Paris Simple prÃ©caution j'Ã©pluche les annonces Mais derriÃ¨re chaque demande se cache la mÃªme rÃ©ponse ""On vous rappellera, l'appart' est dÃ©jÃ  louÃ©"" MÃªme si parfois j'avais d'avance de quoi payer trois loyers Quinze ans pour comprendre le systÃ¨me Quinze ans de lettres mortes envoyÃ©es au ministÃ¨re Trop Ã©troit est devenu ce double F3 Et c'en est trop car les petits se sont faits mordre par les rats InsalubritÃ© au rendez-vous des crasseux Suffisant pour mon espÃ¨ce pour les gens de ma race Voici la France des odeurs qui resurgit Le tas de poussiÃ¨re qu'on a glissÃ© sous un tapis Une derniÃ¨re couche de peinture au plomb C'est Ã§a leur socialisme Mais ce sont nos enfants qui souffrent de saturnisme Et je repense Ã  ma venue de Dakar Le rÃªve EuropÃ©en s'est transformÃ© en cauchemar...  ""Mais depuis quelques semaines, elle craque. Son fils de 6 ans aurait Ã©tÃ© mordu par un rat en pleine nuit. ""Il Ã©tait montÃ© ici, aprÃ¨s il est venu par ici, aprÃ¨s il a sautÃ© ici aprÃ¨s il m'a mordu"". Mais aujourd'hui les habitants craignent pour leur sÃ©curitÃ© et redoutent un incendie.""  Voici l'heure d'un repos bien mÃ©ritÃ© AprÃ¨s une dure journÃ©e de labeur je mâassoies devant la tÃ©lÃ© ""Papa, papa"" ""Mais qu'est-ce-qu'il y'a encore ? Vous devriez dÃ©jÃ  Ãªtre couchÃ© n'avez-vous pas vu l'heure ?"" Je me dirige vers la porte qui mÃ¨ne Ã  l'autre appartement Qui sert de salle de jeux et de chambre pour enfants Une fumÃ©e noire qui s'infiltre sous la porte Un hurlement de femme, qu'a-t-elle Ã  crier de la sorte ? Ce sont des flammes Des flammes grandes comme les montagnes Qui embrasent le corridor, les escaliers avec hargne Un monstre de feu qui avale tout sur son passage Qui dÃ©truit les fondations Ã©tage par Ã©tage C'est une boite d'allumettes enflammÃ©e de 6 Ã©tages Une prison de feu qui entreprend son carnage Aucune issue et ce depuis des annÃ©es Aucun extincteur ni dÃ©tecteur de fumÃ©e Et soudain je me souviens la raison pour laquelle Je me suis levÃ© du fauteuil : pour les enfants et leur querelle DÃ©sormais sÃ©parÃ©s par l'incendie Je cherche le regard d'un de mes fils, d'une de mes filles ""Ne bougez pas ! J'appelle les combattants du feu Car papa n'est pas assez fort pour sauter dans le feu"" Sauter dans le brasier d'un immeuble insalubre Autant fermer les yeux et prier fort pour son salut Dix minutes se sont passÃ©es, aucune sirÃ¨ne, aucune aide ""Les entrÃ©es sont scellÃ©es, dirigez-vous vers les fenÃªtres !"" Ã plat ventre comme les cafards, nos colocataires La position est bien connue : face contre terre En une fraction de seconde c'est ma vie qui s'enfuit Lorsque le plafond s'Ã©croule sur les dos de ma famille Voici mon cercueil : ma citÃ© provisoire Vincent Auriol c'est le nom de son boulevard ...  15 ans, 17 personnes sacrifiÃ©es 14 enfants ont pÃ©ri sur le bÃ»cher Bien souvent l'atrocitÃ© de la mort fait bouger les choses Car dÃ©sormais ils seront logÃ©s sous les roses DerniÃ¨res insultes par le chef commissaire : ""Tous ces Noirs sont-ils en situation rÃ©guliÃ¨re ?"" Voici le prix du sang d'une ancienne colonie Voici le respect attribuÃ© aux familles... DiamÃ©, Gassama, CissÃ©, Konate, Diara, Sy, TraorÃ©, Sissoko, Dembele, les familles de l'hÃ´tel OpÃ©ra... Paix ",de
59,59,430330972,Happy Now,Zedd & Elley Duhé,Dance,18 juil. 2018,3,-,-,1182894,"   You're a world away Somewhere in the crowd In a foreign place Are you happy now? There's nothing left to say So I shut my mouth So won't you tell me, babe Are you happy now?  You're the only one who can up and run Leave me just as empty as the day you came And you hold all the cards, all the broken hearts Strung over your shoulder till it's all in vain  And only you know the strength of your teeth The wash in the weight of your pockets, so deep And lonely  You're a world away Somewhere in the crowd In a foreign place Are you happy now? There's nothing left to say So I shut my mouth So won't you tell me, babe Are you happy now? Are you happy now?  You're the only one who can  In the palm of your hands You can make me dance Spin me around in circles till I'm wrapped in string You keep on talking sweet till your fingers bleed But don't you dare ask me how I've been  Now only you know the strength of your teeth The wash in the weight of your pockets, so deep And lonely  You're a world away Somewhere in the crowd In a foreign place Are you happy now? There's nothing left to say So I shut my mouth So won't you tell me, babe Are you happy now? Are you happy now?  You're the only one who can You're the only, you're the only You're the only one who can You're the only, you're the only  World away Somewhere in the crowd In a foreign place Are you happy now? There's nothing left to say So I shut my mouth So won't you tell me, babe Are you happy now? ",the
60,60,431617435,Bella,MHD Feat. WizKid,Hip-hop/Rap,19 sept. 2018,1,4.6,54,490059,vide,vide
61,61,436156821,Goodbye,Jason Derulo & David Guetta feat. Nicki Minaj & Willy William,Pop,24 août 2018,3,5.0,6,1408542,"  [Nicki Minaj & Jason Derulo:] Time to say goodbye But don't leave me alone, just stay for the night I need you, I need you tonight Derulo  [Jason Derulo:] Ooh it's 3 in the morning When you want some you phone me? One word in EspaÃ±ol, babe And I come and you know (what?) Girls in Haiti they throw it In Jamaica they roll it Girls in Spain do the mostest But only you got my focus  [Jason Derulo & Nicki Minaj:] Girl, I'm down for your lovin Down for my fatty, fatty Down for your lovin Down for my naughty, naughty Down for your lovin I'm giving you lovin Stay with me cause  It's time to say goodbye But don't leave me alone, just stay for the night I need you, I need you tonight Baby, you know that it's time to say goodbye But don't leave me alone, just stay for the night I need you, I need you tonight Baby you know that it's..  [Willy William:] Da me solo un momento Quiero sentir tu cuerpo (yeah, yeah, yeah) Que ay no tengo tiempo Tu y yo una noche de Fuego (oui, oui, oui) Te hablo francÃ©s like (sÃ­, sÃ­, sÃ­) Te explico que soy de (ti, ti, ti) Parlez-vous francais (oui, oui, oui) Siguelo mami vale  [Jason Derulo & Nicki Minaj:] Girl I'm down for your lovin Down for my fatty, fatty Down for your lovin Down for my naughty, naughty Down for your lovin I'm giving you lovin Stay with me cause  [Jason Derulo, Nicki Minaj & Willy William:] It's time to (it's time) say goodbye (Hey baby) But don't leave me alone, just stay for the night I need you, I need you tonight Baby, you know that it's time to say goodbye (Say goodbye, say goodbye) But don't leave me alone, just stay for the night I need you, I need you tonight (ooh)  [Nicki Minaj:] Uh, tell him seh' it proper and it prim (and it prim) A mermaid ting, and he wanna swim (he wanna swim) How gal bright suh but dem eyes dim (eyes dim) Ch-ch-chain heavy but I'm light skin (I'm light skin) I pull up on him let him put the pipe in (pipe in) Then I gotta dash like a hyphen (hyphen) I bring the cake let him lick the icing (icing) Some little open toes Stewart Weitzman Advising... ye-yes this ties in (okay) N-none of you hoes will ever see my pen YSL Nicki boot, just to drive in The way my football, just give me the Heisman Touchdown, touchdown, touchdown, touch..  [Jason Derulo & Nicki Minaj:] Cause it's time to say goodbye (yeah) But don't leave me alone, just stay for the night I need you, I need you tonight Baby, you know that it's time to say goodbye Baby, you know that It's hard to say goodbye (I hate it) But don't leave me alone, just stay for the night I need you, I need you tonight Baby you know that it's..  Papichulo, Cuanto amas este culo? Culo, cu-cu-culo Cuanto amas este culo? (hahaha) Say goodbye, say goodnight One more time, one more time  Prrrrrrr... ",you
62,62,443350218,Scanner,Gringe Feat. Léa Castel,Hip-hop/Rap,2 nov. 2018,5,4.7,69,11705,vide,vide
63,63,373958382,Unknown (To You),Jacob Banks,R&B/Soul,2 nov. 2018,5,-,-,366286,"   I believe what I say Why does everyone hear me wrong? If I told you different, would it sound the same? Would it make a difference in anyway? Oh no I know I done wrong I'll pay for it It's your turn to talk for once I'm listenin'  Say that you don't want me Say that you don't need me Tell me I'm the fool Tell me you've been tortured Tell me you've been beaten And what I've done to you Even if it doesn't matter Matter what's true Say that you don't want me Say that you don't need me Tell me I'm the fool  Look at all this heartache, what is left? Forgetting how it started, this is how it ends, oh no I know I've done some wrong I'll pay for it But it's your turn to talk, for once I'm listening  Say that you don't want me Say that you don't need me Tell me I'm the fool Tell me you've been tortured Tell me you've been beaten And what I've done to you Even if it doesn't matter Matter what's true Tell me that I'm unknown to you Oh oh oh Oh oh oh  Say that you don't want me Say that you don't need me Tell me I'm the fool Tell me you've been tortured Tell me you've been beaten And what I've done to you And even if it doesn't matter Matter what's true Say that you don't want me Say that you don't need me Tell me I'm the fool  Tell me that it's over Tell me that you mean it This time is true Tell me that I'm unknown To you ",me
64,64,438720646,I Love It,Kanye West & Lil Pump,Hip-hop/Rap,6 sept. 2018,2,-,-,1183789,"  [Adele Givens:] 'Cause you know in the old days They couldn't say the shit they wanted to say They had to fake orgasms and shit We can tell niggas today: ""Hey, I wanna cum, mothafucka""  [Lil Pump:] You're such a fuckin' ho, I love it (I love it) You're such a fuckin' ho, I love it (I love it) You're such a fuckin' ho, I love it (love it, love it) (I'ma fuck a bitch, tell her cousin) Your boyfriend is a dork, McLovin (dork, McLovin, ooh...)  I just pulled up in a Ghost (Ghost) Fucked that bitch up out in London (up out in) Then I fucked up on her cousin Or her sister, I don't know nothin' (uh-uh, woo) And my niggas gettin' ignorant Like a lighter, bitch, we ignant (ignant, yeah) All this water on my neck Look like I fell when I went fishin' (fell) So much diamonds on my bust down Ooh, fuck, what's the time? (where we at?) Me and Smokepurpp sippin' drank (ayy) Ooh, fuck, she take lines (lines)  [Lil Pump & Kanye West:] You're such a fuckin' ho, I love it (I love it, scoop!) You're such a fuckin' ho, I love it (I love it)  [Kanye West:] You're such a fuckin' ho When the first time they ask you if you want sparklin' or still? Why you try to act like you was drinkin' sparklin' water 'fore you came out here? You're such a fuckin' h..  I'm a sick fuck, I like a quick fuck (whoop!) I'm a sick fuck, I like a quick fuck (whoop!) I'm a sick fuck, I like a quick fuck (whoop!) I'm a sick fuck, I like a quick fuck (whoop!)  I'm a sick fuck, I like the quick fuck I like my dick sucked, I'll buy you a sick truck I'll buy you some new tits, I'll get you that nip-tuck How you start a family? The condom slipped up I'm a sick fuck, I'm inappropriate I like hearin' stories, I like that ho shit I wanna hear more shit, I like the ho shit Send me some more shit, you triflin' ho bitch (bitch, bitch, bitch)  [Lil Pump:] You're such a fuckin' ho, I love it (I love it) You're such a fuckin' ho, I love it (I love it)  [Adele Givens:] 'Cause you know in the old days They couldn't say the shit they wanted to say They had to fake orgasms and shit We can tell niggas today: ""Hey, I wanna cum, mothafucka"" ",a
65,65,429392474,Losing It,Fisher,Dance,13 juil. 2018,4,-,-,1105711,"  [Jacquees:] Yeah I am Jacquess, this is, ""Lost At Sea"" Birdman, Jacquees  I'm lost at sea just like a fisher, woah Say we fallin' off, that's what they wishin' for Tell the time nigga, that's what we pitchin' for See these nines, nigga, that's what they pitchin' for Put my young niggas all in a movie Cause me and Stunna goin' stupid Got my right hand on the Remy Left hand on the toolie I'm a rich kid, goin' Skooly BBD, she goin' stupid Say my diamonds got these bitches choosin' Countin' money, goin' Juvie Old nigga, new music Old hundreds, couple blues Niggas acting like they knew us Fuck niggas never knew us  See, I just hit 'em with the dice Say my name, I bet it twice And me and Stunna have it nice And me and Stunna shootin' dice See, pussy niggas be surprised When Jacquees hit 'em with the price How Jacquees came up over night Like I ain't hustle for the price I swear to God, that we ain't losin' Me and Stunna goin' stupid Diamonds water, livin' boogie Bad bitches in jacuzzis This shit ain't happen over night Ain't finna fight, shout out to Bright And I got Cash Money up under me And can't none of these niggas stunt on me  I'm lost at sea just like a fisher, woah Say we fallin' off, that's what they wishin' for Tell the time nigga, that's what we pitchin' for See these nines, nigga, that's what they pitchin' for Put my young niggas all in a movie Cause me and Stunna goin' stupid Got my right hand on the Remy Left hand on the toolie I'm a rich kid, goin' Skooly BBD, she goin' stupid Say my diamonds got these bitches choosin' Countin' money, goin' Juvie Old nigga, new music Old hundreds, couple blues Niggas acting like they knew us Fuck niggas never knew us  [Birdman:] Pack it up and ship it off Stunna been a big boss Stunna swimmin' with the sharks Stunna pull up on a loft CMB been ballin' Cash Money never fallin' Whip it up, we gon' ship it by cost Birdman givin' all this Get the bird, ship 'em off Young nigga take the broad with some raw Raw D, raw D Stunnaman from way down bottom Put it in, up in a five-star Jeep Bizzo!  [Jacquees:] I'm lost at sea just like a fisher, woah Say we fallin' off, that's what they wishin' for Tell the time nigga, that's what we pitchin' for See these nines, nigga, that's what they pitchin' for Put my young niggas all in a movie Cause me and Stunna goin' stupid Got my right hand on the Remy Left hand on the toolie I'm a rich kid, goin' Skooly BBD, she goin' stupid Say my diamonds got these bitches choosin' Countin' money, goin' Juvie Old nigga, new music Old hundreds, couple blues Niggas acting like they knew us Fuck niggas never knew us ",the
66,66,410661491,In My Blood,Shawn Mendes,Pop,25 mai 2018,4,4.8,74,3504338,"   Help me, it's like the walls are caving in Sometimes I feel like giving up But I just can't It isn't in my blood  Laying on the bathroom floor, feeling nothing I'm overwhelmed and insecure, give me something I could take to ease my mind slowly Just have a drink and you'll feel better Just take her home and you'll feel better Keep telling me that it gets better What does it ever?  Help me, it's like the walls are caving in Sometimes I feel like giving up No medicine is strong enough Someone help me I'm crawling in my skin Sometimes I feel like giving up But I just can't  It isn't in my blood It isn't in my blood  Looking through my phone again feeling anxious Afraid to be alone again, I hate this I'm trying to find a way to chill, can't breathe Oh, is there somebody who could help me  It's like the walls are caving in Sometimes I feel like giving up No medicine is strong enough Someone help me Oh, I'm crawling in my skin Sometimes I feel like giving up But I just can't  It isn't in my blood It isn't in my blood  I need somebody now I need somebody now Someone to help me out I need somebody now  Help me It's like the walls are caving in Sometimes I feel like giving up But I just can't  It isn't in my blood It isn't in my blood, ohhh It isn't in my blood I need somebody now It isn't in my blood I need somebody now It isn't in my blood It isn't in my blood ",in
67,67,441424734,On S'est Manqué,Ridsa Feat. Eva Guess,Variété française,5 oct. 2018,3,-,-,21100,vide,vide
68,68,419738945,Alright,Jain,Pop,24 août 2018,3,3.6,108,1033929,"   Things gonna be alright Things gonna be just fine Things gonna be alright If love is around Things gonna be alright Things gonna be just fine Things gonna be alright If love is around  I know you think that I am over you But I have just better things to do Than crying over you I really got to move On with the love that I keep around I got my life and I'm on fire I got my voice to make it higher Show me the way I could be stronger Life's too short to look down at you  Things gonna be alright Things gonna be just fine Things gonna be alright If love is around Things gonna be alright Things gonna be just fine Things gonna be alright If love is around  I keep my tears tight in my fist Furiosity runs into my dreams Darling I look up at the sun The rising of another dawn I got some time to sing the love I got no time for you on board I'm not angry with you boy I just really want to move on  Things gonna be alright Things gonna be just fine Things gonna be alright If love is around Things gonna be alright Things gonna be just fine Things gonna be alright If love is around  Stir it up the life is made for us Stir it up tonight we won't give up Stir it up the life is made for us Stir it up tonight we won't give up  Things gonna be alright Things gonna be just fine Things gonna be alright If love is around Things gonna be alright Things gonna be just fine Things gonna be alright If love is around  Things gonna be alright Things gonna be just fine Things gonna be alright If love is around Things gonna be alright Things gonna be just fine Things gonna be alright If love is around  Things gonna, things gonna be alright Things gonna be just fine Things gonna be alright If love is around Things gonna be alright Things gonna be just fine Things gonna be alright If love is around ",be
69,69,437107209,Monégasque (Explicit),PLK,Hip-hop/Rap,5 oct. 2018,4,4.6,48,71714,vide,vide
70,70,377429416,Midi Sur Novembre,Louane,Variété française,10 nov. 2017,4,3.9,197,99948,"   Il est midi sur novembre Et le soleil peut attendre Que j'ouvre un peu mes yeux... sur toi J'me fous de c'que tu pense Moi je parle Ã  l'Ã©vidence Nous ne passerons pas l'hiver, cette fois  Il est midi sur novembre Je t'ai perdu dans la chambre La vie est un dÃ©sert, crois moi J'ai dÃ©posÃ© des cendres Dans le cendrier des anges J'irai revoir la mer sans toi  We'll be fine We'll be fine, I guess We'll be fine, We'll be fine, I guess (We'll be fine, We'll be fine, I guess)  Il est midi sur novembre Et Dieu sait que je tremble Tu dois te rÃ©veiller sans moi Il est midi sur novembre Nous ne partirons pas ensemble Mon coeur a dÃ©cidÃ© pour toi  We'll be fine, We'll be fine, I guess We'll be fine, We'll be fine, I guess (We'll be fine, We'll be fine, I guess)  Il est midi sur novembre Et le soleil peut attendre Que j'ouvre un peu mes yeux... sur toi Il est midi sur novembre Nous ne partirons pas ensemble Mon coeur a dÃ©cidÃ© pour toi  We'll be fine, We'll be fine, I guess We'll be fine, We'll be fine, I guess We'll be fine, We'll be fine, I guess We'll be fine, We'll be fine, I guess ",be
71,71,445146936,Sucette,Aya Nakamura Feat. Niska,R&B/Soul,2 nov. 2018,3,3.5,151,28811,vide,vide
72,72,413103901,Youngblood,5 Seconds Of Summer,Pop,15 juin 2018,5,4.5,26,5551281,"   Remember the words you told me, ""love me till the day I die"" Surrender my everything 'cause you made me believe you're mine Yeah, you used to call me baby, now you're calling me by name Takes one to know one, yeah, you beat me at my own damn game  You push and you push and I'm pulling away, pulling away from you I give and I give and I give and you take, give and you take  Youngblood Say you want me, say you want me out of your life And I'm just a dead man walking tonight But you need it, yeah you need it, all of the time, yeah ooh ooh ooh Youngblood Say you want me, say you want me back in your life So I'm just a dead man crawling tonight 'Cause I need it, yeah I need it, all of the time, yeah ooh ooh ooh  Lately our conversations end like it's the last goodbye Then one of us gets too drunk and calls about a hundred times So who you been calling baby? Nobody could take my place When you're looking at those strangers, hope to God you see my face  Youngblood Say you want me, say you want me out of your life And I'm just a dead man walking tonight But you need it, yeah you need it, all of the time, yeah ooh ooh ooh Youngblood Say you want me, say you want me back in your life So I'm just a dead man crawling tonight 'Cause I need it, yeah I need it, all of the time, yeah ooh ooh ooh  You push and you push and I'm pulling away, pulling away from you I give and I give and I give and you take, give and you take You're running around and I'm running away, running away from you Mmm, from you  Youngblood Say you want me, say you want me out of your life And I'm just a dead man walking tonight But you need it, yeah you need it, all of the time, yeah ooh ooh ooh Youngblood Say you want me, say you want me back in your life So I'm just a dead man crawling tonight 'Cause I need it, yeah I need it, all of the time, yeah ooh ooh ooh  You push and you push and I'm pulling away, pulling away from you I give and I give and I give and you take, give and you take  Youngblood Say you want me, say you want me out of your life And I'm just a dead man walking tonight ",you
73,73,433217135,Tiago,Kendji Girac,Variété française,31 août 2018,4,3.6,135,91785,"   Depuis qu'on est des mÃ´mes Mon ami on a ramÃ© Mais tant qu'on est des hommes Les rames je veux ranger Si te viennent des larmes Viens donc me le donner Les gitans, les gitanes C'est pour Ã§a qu'on est fait  Tiago, j'ai pris, le temps de t'Ã©crire Une mÃ©lodie, en mille sourires Tiago, j'ai mis le temps pour le dire Mais mon ami, je suis lÃ  pour le pire  Qui se moque de toi Se moque aussi de moi. Dans 20 ans tu verras On en rigolera. Si Ã§a part en bagarre On jouera 4 mains Les gitans, les gitanes, Dieu nous donne des poings  Tiago, j'ai pris, le temps de t'Ã©crire Une mÃ©lodie, en mille sourires Tiago, j'ai mis le temps pour le dire Mais mon ami, je suis lÃ  pour le pire  Mon ami mon ami mon ami, Tiago Mon ami mon ami mon ami, Tiago Mon ami mon ami mon ami, Tiago Tiago  La copine qui part Mais ne reviendra pas C'est du temps pour se voir, oui Pour qu'on parle de toi. Si ton cÅur est en panne Apporte-le dans l'heure Les gitans, les gitanes On est bons bricoleurs  Tiago, j'ai pris, le temps de t'Ã©crire Une mÃ©lodie, en mille sourires Tiago, j'ai mis le temps pour le dire Mais mon ami, Tiago Tiago, j'ai pris, le temps de t'Ã©crire Une mÃ©lodie, en mille sourires Tiago, j'ai mis le temps pour le dire Mais mon ami, je suis lÃ  pour le pire Tiago Tiago Tiago Tiago ",le
74,74,434336109,Par Amour,Youssoupha,Hip-hop/Rap,28 sept. 2018,4,4.5,48,32742,"   Par amour, j'ai chantÃ© mes frÃ¨res Par amour, j'ai changÃ© quand mÃªme Par amour, j'ai suivi ma voie ; parfois, je n'sais pas oÃ¹ Ã§a mÃ¨ne Par amour, j'ai chantÃ© mes frÃ¨res Par amour, j'ai changÃ© quand mÃªme Par amour, j'ai suivi ma voie ; parfois, j'me suis perdu quand mÃªme, quand mÃªme  Mon histoire est belle Ã  explorer et j'ai pas oubliÃ© l'Ã®le de GorÃ©e Y a tout c'que j'ai haÃ¯, y a tout c'que j'ai appris, y a tout c'que j'continue d'ignorer J'ai portÃ© l'argent comme un trophÃ©e, les bijoux, les thunes que j'ai coffrÃ© Des lovÃ©s, des lovÃ©s, j'suis mauvais, mauvais, pourtant, c'est l'amour qui m'a sauvÃ© Combien de temps Ã  faire semblant ? Faudra nous accepter comme on est Combien de temps Ã  faire semblant ? Faudra nous accepter comme on est  Par amour, j'ai chantÃ© mes frÃ¨res Par amour, j'ai changÃ© quand mÃªme Par amour, j'ai suivi ma voie ; parfois, je n'sais pas oÃ¹ Ã§a mÃ¨ne Par amour, j'ai chantÃ© mes frÃ¨res Par amour, j'ai changÃ© quand mÃªme Par amour, j'ai suivi ma voie ; parfois, j'me suis perdu quand mÃªme, quand mÃªme  Imani, ma fille, je vais rentrer ; ton anniversaire que j'ai manquÃ© J'ai pas pu le vivre, j'ai pas pu le vivre, alors j'tente au pire de le chanter Tu sais, mÃªme les pÃ¨res peuvent se tromper, je cherche Ã  te plaire, Ã  te combler Ta mÃ¨re est un ange et c'est elle qui m'a changÃ© quand tout le monde me regardait tomber Combien de temps Ã  faire semblant ? Faudra nous accepter comme on est J'ai plus envie de faire semblant, faudra nous accepter comme on est  Par amour, j'ai chantÃ© mes frÃ¨res Par amour, j'ai changÃ© quand mÃªme Par amour, j'ai suivi ma voie ; parfois, je n'sais pas oÃ¹ Ã§a mÃ¨ne Par amour, j'ai chantÃ© mes frÃ¨res Par amour, j'ai changÃ© quand mÃªme Par amour, j'ai suivi ma voie ; parfois, j'me suis perdu quand mÃªme, quand mÃªme  Par amour, par amour, par amour, par amour Par amour, par amour, par amour, par amour  Par amour, j'ai chantÃ© mes frÃ¨res Par amour, j'ai changÃ© quand mÃªme Par amour, j'ai suivi ma voie ; parfois, je n'sais pas oÃ¹ Ã§a mÃ¨ne Par amour, j'ai chantÃ© mes frÃ¨res Par amour, j'ai changÃ© quand mÃªme Par amour, j'ai suivi ma voie ; parfois, j'me suis perdu quand mÃªme, quand mÃªme ","amour,"
75,75,427660020,Born To Be Yours,Kygo & Imagine Dragons,Pop,15 juin 2018,3,-,-,2162544,"   I know I've given up A hundred times before But I know a miracle Is not something to ignore  You take me for a fool You take me for a fool  I never knew anybody til' I knew you-ooh I never knew anybody til' I knew you-ooh And I know when it rains, oh, it pours And I know I was born to be yours I never knew anybody til' I knew you-ooh I never knew anybody til' I knew you-ooh And I know when it rains, oh, it pours And I know I was born to be yours  Are you the only one Lost in the millions? Or are you my grain of sand That's blowing in the wind?  I never knew anybody til' I knew you-ooh I never knew anybody til' I knew you-ooh And I know when it rains, oh, it pours And I know I was born to be yours I never knew anybody til' I knew you-ooh I never knew anybody til' I knew you-ooh And I know when it rains, oh, it pours And I know I was born to be yours  (I was born to be yours I was born, born, born, born I was born to be yours I was born, born, born I was born to be yours I was born, born, born, born I was born to be yours)  Born to be yours I was born, born, born, born I was born to be yours I was born, born, born I was born to be yours I was born, born, born, born I was born to be yours I was born ",I
76,76,378918899,Body,Loud Luxury Feat. Brando,Dance,20 juil. 2018,4,-,-,4206833,vide,vide
77,77,437075280,Copines,Aya Nakamura,R&B/Soul,2 nov. 2018,3,3.5,151,300264,"   Il m'a dit : ""t'es oÃ¹ ? J'te rejoins demain"" Je m'en bats les reins, j'ai besoin d'un vrai djo Il a vu mes copines, j'crois qu'il l'a fÃ¢chÃ©e J'suis pas ton plan B, t'as matÃ© les fessiers Tu prends tes appels, tu crois que j'vais la fesser Moi j'm'en bats les reins, j'ai besoin d'un vrai djo  Trop tard, trop tard J'suis trop loin pour toi Trop tard, trop tard J'suis trop loin pour toi  Tu veux la plus bonne bonne bonne de mes copines A mes copines, Ã  mes copines Tu veux la plus bonne bonne bonne de mes copines A mes copines, Ã  mes copines Tu veux te bombarder bom-bom Bombarder yeah Tu veux te bombarder bom-bom Bombarder yeah  Toi tu planes planes planes que la nuit Tu crois que j'ai ton time, Ã  ton avis ? M'appelle pas: mi amor (mi amor) J'tai barrÃ©, mais t'en veux encore Toi tu crois viser dans le mille Faudra trouver un alibi  Trop tard, trop tard J'suis trop loin pour toi Trop tard, trop tard J'suis trop loin pour toi  Tu veux la plus bonne bonne bonne de mes copines A mes copines, Ã  mes copines Tu veux la plus bonne bonne bonne de mes copines A mes copines, Ã  mes copines Tu veux te bombarder bom-bom Bombarder yeah Tu veux te bombarder bom-bom Bombarder yeah  Mon gars t'a coulÃ© Aya t'a cramÃ© Tu veux la plus bonne Tu veux la plus fraÃ®che Mon gars t'a coulÃ© Aya t'a cramÃ© Tu veux la plus bonne Tu veux la plus fraÃ®che  Tu veux la plus bonne bonne bonne de mes copines A mes copines, Ã  mes copines Tu veux la plus bonne bonne bonne de mes copines A mes copines, Ã  mes copines Tu veux te bombarder bom-bom Bombarder yeah Tu veux te bombarder bom-bom Bombarder yeah  Tu veux la plus bonne Tu veux la plus fraÃ®che Tu veux la plus bonne Tu veux la plus fraÃ®che Tu veux la plus bonne Tu veux la plus fraÃ®che Tu veux la plus bonne Tu veux la plus fraÃ®che Tu veux la plus bonne Tu veux la plus fraÃ®che ",Tu
78,78,449901842,Attentat,Imen Es,-,-,-,-,-,9297,vide,vide
